id;lang;name;short_description;slug;meta_title;meta_description;og_title;og_description;intro_text;og_image_alt;og_image_url
33;it;Convertitori Digitali e Vari;;digitali-vari;Convertitori Digitali | Archiviazione, Numeri e Romani;Converti unità di archiviazione digitale, numeri in parole e numeri romani. Convertitori pratici per dati, documenti, istruzione e attività quotidiane.;Strumenti di Conversione Digitale e Varia;Usa i convertitori digitali e vari per unità di archiviazione, formati numerici e conversioni di numeri romani.;Convertitori digitali e vari per trasformare facilmente unità di archiviazione, numeri e formati numerici.;;
33;pl;Przeliczniki Cyfrowe i Inne;;cyfrowe-inne;Przeliczniki Cyfrowe | Pamięć, Liczby i Rzymskie;Konwertuj jednostki pamięci cyfrowej, liczby na słowa i cyfry rzymskie. Przydatne przeliczniki do danych, dokumentów, edukacji i zadań codziennych.;Narzędzia do Konwersji Cyfrowej i Innej;Używaj przeliczników cyfrowych i innych do jednostek pamięci, formatów liczbowych i konwersji cyfr rzymskich.;Przeliczniki cyfrowe i inne do łatwego przekształcania jednostek pamięci, liczb i formatów liczbowych.;;
33;lv;Digitālie un citi konvertētāji;;digitalie-citi;Digitālie konvertētāji | Atmiņa, Skaitļi un Romiešu cipari;Pārvērtiet digitālās atmiņas vienības, skaitļus vārdos un romiešu ciparus. Ērti konvertētāji datiem, dokumentiem, izglītībai un ikdienas uzdevumiem.;Digitālie un dažādi pārvēršanas rīki;Izmantojiet digitālos un citus konvertētājus atmiņas vienībām, skaitļu formātiem un romiešu ciparu pārvēršanai.;Digitālie un citi konvertētāji, lai ērti pārveidotu atmiņas vienības, skaitļus un ciparu formātus.;;
34;en;Descriptive Statistics Calculators;;descriptive;Descriptive Statistics Calculators | Mean, Median, Mode & Variance;Calculate mean, median, mode, variance, standard deviation, quartiles, sums, and descriptive statistics for datasets. Clear tools for data summarization and analysis.;Descriptive Statistics Calculators;Use descriptive statistics calculators to summarize datasets with averages, dispersion, and distribution measures.;Descriptive statistics calculators to summarize data using averages, variability, and distribution metrics.;;
34;ru;Калькуляторы описательной статистики;;opisatelnaya-statistika;Калькуляторы описательной статистики | Среднее, Медиана & Дисперсия;Рассчитайте среднее, медиану, моду, дисперсию, стандартное отклонение и квартили. Понятные инструменты для обобщения и анализа наборов данных.;Инструменты описательной статистики;Используйте калькуляторы описательной статистики для анализа наборов данных с помощью показателей среднего и рассеяния.;Калькуляторы описательной статистики для обобщения данных с помощью метрик среднего и вариативности.;;
34;de;Deskriptive Statistik Rechner;;deskriptive-statistik;Deskriptive Statistik Rechner | Mittelwert, Median & Varianz;Berechnen Sie Mittelwert, Median, Modus, Varianz, Standardabweichung und Quartile. Klare Tools zur Zusammenfassung und Analyse von Datensätzen.;Rechner für Deskriptive Statistik;Nutzen Sie Rechner für deskriptive Statistik, um Datensätze mit Durchschnittswerten und Streuungsmaßen zusammenzufassen.;Deskriptive Statistik-Rechner zur Zusammenfassung von Daten mittels Durchschnitts- und Verteilungskennzahlen.;;
34;es;Calculadoras de Estadística Descriptiva;;estadistica-descriptiva;Estadística Descriptiva | Media, Mediana, Moda y Varianza;Calcule la media, mediana, moda, varianza, desviación típica y cuartiles. Herramientas claras para el resumen y análisis de conjuntos de datos.;Calculadoras de Estadística Descriptiva;Utilice calculadoras de estadística descriptiva para resumir conjuntos de datos con medidas de promedio y dispersión.;Calculadoras de estadística descriptiva para resumir datos utilizando métricas de promedio, variabilidad y distribución.;;
34;fr;Statistiques Descriptives;;statistiques-descriptives;Statistiques Descriptives | Moyenne, Médiane, Mode & Variance;Calculez la moyenne, la médiane, le mode, la variance, l'écart-type et les quartiles. Outils clairs pour résumer et analyser vos jeux de données.;Calculatrices de Statistiques Descriptives;Utilisez les calculatrices de statistiques descriptives pour résumer les jeux de données avec des mesures de moyenne et de dispersion.;Calculatrices de statistiques descriptives pour résumer les données à l'aide de mesures de moyenne et de variabilité.;;
34;it;Statistica Descrittiva;;statistica-descrittiva;Statistica Descrittiva | Media, Mediana, Moda & Varianza;Calcola media, mediana, moda, varianza, deviazione standard e quartili. Strumenti chiari per la sintesi e l'analisi dei set di dati.;Calcolatori di Statistica Descrittiva;Usa i calcolatori di statistica descrittiva per riassumere i set di dati con medie e misure di dispersione.;Calcolatori di statistica descrittiva per riassumere i dati utilizzando metriche di media, variabilità e distribuzione.;;
34;pl;Statystyka Opisowa;;statystyka-opisowa;Statystyka Opisowa | Średnia, Mediana, Dominanta i Wariancja;Obliczaj średnią, medianę, dominantę, wariancję, odchylenie standardowe i kwartyle. Przejrzyste narzędzia do podsumowywania i analizy zbiorów danych.;Kalkulatory Statystyki Opisowej;Używaj kalkulatorów statystyki opisowej do podsumowywania zbiorów danych za pomocą średnich i miar rozproszenia.;Kalkulatory statystyki opisowej do podsumowywania danych za pomocą średnich, zmienności i metryk rozkładu.;;
34;lv;Aprakstošās statistikas kalkulatori;;aprakstosa-statistika;Aprakstošā statistika | Vidējais, Mediāna, Moda un Dispersija;Aprēķiniet vidējo, mediānu, modu, dispersiju, standartnovirzi un kvartiles. Skaidri rīki datu kopu kopsavilkumam un analīzei.;Aprakstošās statistikas kalkulatori analīzei;Izmantojiet aprakstošās statistikas kalkulatorus, lai apkopotu datu kopas ar vidējiem rādītājiem un izkliedes mērījumiem.;Aprakstošās statistikas kalkulatori datu apkopošanai, izmantojot vidējos rādītājus un mainības metriku.;;
35;en;Probability & Random Calculators;;probability-random;Probability & Random Calculators | Random Numbers, Names & Simulations;Generate random numbers, names, cards, PINs, coin flips, and probability outcomes. Useful tools for simulations, sampling, and random selection.;Probability & Random Data Generators;Explore probability and random calculators to generate random values, simulate events, and support statistical experiments.;Probability and random calculators for simulations, random selection, and data generation.;;
35;ru;Вероятность и генераторы;;veroyatnost-sluchaynye;Вероятность и генераторы | Случайные числа, Имена & Симуляции;Генерируйте случайные числа, имена, карты, PIN-коды и подбрасывайте монеты. Полезные инструменты для симуляций, выборки и случайного отбора.;Генераторы вероятности и случайных чисел;Изучите калькуляторы вероятности для генерации случайных значений, симуляции событий и проведения статистических экспериментов.;Калькуляторы вероятности и случайных чисел для симуляций, выборки и генерации данных.;;
35;de;Wahrscheinlichkeit & Zufall;;wahrscheinlichkeit-zufall;Wahrscheinlichkeit & Zufall | Zufallszahlen, Namen & Simulationen;Generieren Sie Zufallszahlen, Namen, Karten, PINs und Münzwürfe. Nützliche Tools für Simulationen, Stichproben und Zufallsauswahl.;Wahrscheinlichkeits- & Zufallsgeneratoren;Nutzen Sie Wahrscheinlichkeitsrechner, um Zufallswerte zu generieren, Ereignisse zu simulieren und Experimente zu unterstützen.;Wahrscheinlichkeits- und Zufallsrechner für Simulationen, Zufallsauswahl und Datengenerierung.;;
35;es;Probabilidad y Azar;;probabilidad-azar;Probabilidad y Azar | Números Aleatorios, Nombres y Sorteos;Genere números aleatorios, nombres, cartas, PINs y lanzamientos de monedas. Herramientas útiles para simulaciones, muestreo y selección al azar.;Generadores de Probabilidad y Datos Aleatorios;Explore las calculadoras de probabilidad y azar para generar valores aleatorios, simular eventos y apoyar experimentos estadísticos.;Calculadoras de probabilidad y azar para simulaciones, selección aleatoria y generación de datos.;;
35;fr;Probabilités et Hasard;;probabilites-hasard;Probabilités et Hasard | Nombres Aléatoires, Noms & Simulations;Générez des nombres aléatoires, des noms, des cartes, des codes PIN et des pile ou face. Outils utiles pour les simulations et la sélection aléatoire.;Générateurs de Probabilités et Données Aléatoires;Explorez les calculatrices de probabilités pour générer des valeurs aléatoires, simuler des événements et soutenir vos expériences.;Calculatrices de probabilités et de hasard pour les simulations, la sélection aléatoire et la génération de données.;;
35;it;Probabilità e Casualità;;probabilita-casualita;Probabilità e Casualità | Numeri Casuali, Nomi & Simulazioni;Genera numeri casuali, nomi, carte, PIN e lanci di monete. Strumenti utili per simulazioni, campionamento e selezione casuale.;Generatori di Probabilità e Dati Casuali;Esplora i calcolatori di probabilità e casualità per generare valori random, simulare eventi e supportare esperimenti statistici.;Calcolatori di probabilità e casualità per simulazioni, selezione casuale e generazione di dati.;;
35;pl;Prawdopodobieństwo i Losowość;;prawdopodobienstwo-losowosc;Prawdopodobieństwo i Losowość | Liczby Losowe, Imiona i Symulacje;Generuj losowe liczby, imiona, karty, kody PIN i rzuty monetą. Przydatne narzędzia do symulacji, próbkowania i losowego wyboru.;Generatory Prawdopodobieństwa i Danych Losowych;Poznaj kalkulatory prawdopodobieństwa i losowości, aby generować losowe wartości, symulować zdarzenia i wspierać eksperymenty.;Kalkulatory prawdopodobieństwa i losowości do symulacji, losowego wyboru i generowania danych.;;
35;lv;Varbūtība un nejaušība;;varbutiba-nejausiba;Varbūtība un nejaušība | Skaitļi, Vārdi un Simulācijas;Ģenerējiet nejaušus skaitļus, vārdus, kārtis, PIN kodus un monētu mešanu. Noderīgi rīki simulācijām, paraugu ņemšanai un nejaušai atlasei.;Varbūtības un nejaušu datu ģeneratori;Izmantojiet varbūtības kalkulatorus, lai ģenerētu nejaušas vērtības, simulētu notikumus un atbalstītu statistikas eksperimentus.;Varbūtības un nejaušības kalkulatori simulācijām, nejaušai atlasei un datu ģenerēšanai.;;
36;en;Statistical Analysis & Inference;;analysis-inference;Statistical Analysis & Inference Calculators | Z-Score, Percentiles & Regression;Analyze data with calculators for z-scores, percentiles, regression, distributions, sampling, inference, risk, and vote percentages. Advanced tools for statistical evaluation.;Statistical Analysis & Inference Tools;Use statistical analysis and inference calculators to evaluate data distributions, relationships, risk, and standardized scores.;Statistical analysis and inference calculators to evaluate data relationships, distributions, risk, and statistical significance.;;
36;ru;Статистический анализ и выводы;;statisticheskiy-analiz;Статистический анализ | Z-оценка, Перцентили & Регрессия;Анализируйте данные с калькуляторами Z-оценки, перцентилей, регрессии, распределений, выборки и рисков. Продвинутые инструменты для оценки данных.;Инструменты статистического анализа и выводов;Используйте калькуляторы статистического анализа для оценки распределения данных, взаимосвязей, рисков и стандартизированных показателей.;Калькуляторы статистического анализа для оценки взаимосвязей данных, распределений, рисков и значимости.;;
36;de;Statistische Analyse & Inferenz;;statistische-analyse;Statistische Analyse | Z-Score, Perzentile & Regression;Analysieren Sie Daten mit Rechnern für Z-Score, Perzentile, Regression, Verteilungen, Stichproben und Risiken. Fortgeschrittene Tools zur Auswertung.;Tools für Statistische Analyse und Inferenz;Nutzen Sie Rechner für statistische Analysen, um Datenverteilungen, Beziehungen, Risiken und standardisierte Werte zu bewerten.;Rechner für statistische Analysen und Inferenz zur Bewertung von Datenbeziehungen, Verteilungen und Signifikanz.;;
36;es;Análisis Estadístico e Inferencia;;analisis-estadistico;Análisis Estadístico | Z-Score, Percentiles y Regresión;Analice datos con calculadoras de puntuación Z, percentiles, regresión, distribuciones y riesgos. Herramientas avanzadas para la evaluación estadística.;Herramientas de Análisis Estadístico e Inferencia;Utilice calculadoras de análisis estadístico para evaluar distribuciones de datos, relaciones, riesgos y puntuaciones estandarizadas.;Calculadoras de análisis estadístico e inferencia para evaluar relaciones de datos, distribuciones y significancia.;;
36;fr;Analyse Statistique et Inférence;;analyse-statistique;Analyse Statistique | Score Z, Centiles & Régression;Analysez vos données avec des calculatrices pour score Z, centiles, régression, distributions et risques. Outils avancés pour l'évaluation statistique.;Outils d'Analyse Statistique et Inférence;Utilisez les calculatrices d'analyse statistique pour évaluer les distributions de données, les relations, les risques et les scores normalisés.;Calculatrices d'analyse statistique pour évaluer les relations entre les données, les distributions et la significativité.;;
36;it;Analisi Statistica e Inferenza;;analisi-statistica;Analisi Statistica | Z-Score, Percentili & Regressione;Analizza i dati con calcolatori per Z-score, percentili, regressione, distribuzioni e rischi. Strumenti avanzati per la valutazione statistica.;Strumenti di Analisi Statistica e Inferenza;Usa i calcolatori di analisi statistica per valutare distribuzioni di dati, relazioni, rischi e punteggi standardizzati.;Calcolatori di analisi statistica e inferenza per valutare relazioni tra dati, distribuzioni e significatività.;;
36;pl;Analiza Statystyczna i Wnioskowanie;;analiza-statystyczna;Analiza Statystyczna | Z-Score, Centyle i Regresja;Analizuj dane za pomocą kalkulatorów Z-score, centyli, regresji, rozkładów, próbkowania i ryzyka. Zaawansowane narzędzia do oceny statystycznej.;Narzędzia Analizy Statystycznej i Wnioskowania;Używaj kalkulatorów analizy statystycznej do oceny rozkładów danych, relacji, ryzyka i wyników standaryzowanych.;Kalkulatory analizy statystycznej i wnioskowania do oceny relacji danych, rozkładów, ryzyka i istotności statystycznej.;;
36;lv;Statistikas analīze un secinājumi;;statistikas-analize;Statistikas analīze | Z-rezultāts, Procentiles un Regresija;Analizējiet datus ar Z-rezultāta, procentiļu, regresijas, sadalījuma un riska kalkulatoriem. Uzlaboti rīki statistiskai izvērtēšanai.;Statistikas analīzes un secinājumu rīki;Izmantojiet statistikas analīzes kalkulatorus, lai novērtētu datu sadalījumu, sakarības, riskus un standartizētos rādītājus.;Statistikas analīzes un secinājumu kalkulatori, lai novērtētu datu sakarības, sadalījumu, riskus un nozīmīgumu.;;
40;en;Arithmetic Calculators;;arithmetic;Arithmetic Calculators | Add, Subtract, Multiply & Divide;Perform basic arithmetic operations including addition, subtraction, multiplication, and division. Includes long arithmetic methods and integer calculations.;Arithmetic Calculators for Everyday Math;Solve basic arithmetic problems using calculators for long addition, subtraction, multiplication, division, and integer operations.;Arithmetic calculators to solve basic math operations quickly and accurately.;;
40;ru;Арифметические калькуляторы;;arifmetika;Арифметические калькуляторы | Сложение, Вычитание & Деление;Выполняйте основные арифметические операции: сложение, вычитание, умножение и деление. Включая вычисления в столбик и операции с целыми числами.;Арифметические калькуляторы для повседневных задач;Решайте базовые арифметические задачи с помощью калькуляторов для деления в столбик, умножения и операций с целыми числами.;Арифметические калькуляторы для быстрого и точного решения базовых математических операций.;;
40;de;Arithmetik Rechner;;arithmetik;Arithmetik Rechner | Addition, Subtraktion & Division;Führen Sie Grundrechenarten durch: Addition, Subtraktion, Multiplikation und Division. Inklusive schriftlichem Rechnen und Ganzzahlen.;Arithmetische Rechner für den Alltag;Lösen Sie grundlegende Rechenaufgaben mit Rechnern für schriftliche Addition, Subtraktion, Multiplikation und Division.;Arithmetik-Rechner zur schnellen und genauen Lösung grundlegender mathematischer Operationen.;;
40;es;Calculadoras de Aritmética;;aritmetica;Calculadoras de Aritmética | Suma, Resta y División;Realice operaciones aritméticas básicas: suma, resta, multiplicación y división. Incluye métodos de cálculo largos y operaciones con enteros.;Calculadoras Aritméticas para Matemáticas Diarias;Resuelva problemas aritméticos básicos utilizando calculadoras para sumas, restas, multiplicaciones y divisiones largas.;Calculadoras aritméticas para resolver operaciones matemáticas básicas de forma rápida y precisa.;;
40;fr;Calculatrices Arithmétiques;;arithmetique;Calculatrices Arithmétiques | Addition, Soustraction & Division;Effectuez des opérations arithmétiques de base : addition, soustraction, multiplication et division. Inclut les calculs posés et les nombres entiers.;Calculatrices Arithmétiques pour le Quotidien;Résolvez des problèmes arithmétiques de base avec des calculatrices pour l'addition, la soustraction, la multiplication et la division posées.;Calculatrices arithmétiques pour résoudre rapidement et précisément les opérations mathématiques de base.;;
40;it;Calcolatori Aritmetici;;aritmetica;Calcolatori Aritmetici | Somma, Sottrazione & Divisione;Esegui operazioni aritmetiche di base tra cui addizione, sottrazione, moltiplicazione e divisione. Include metodi aritmetici lunghi e calcoli interi.;Calcolatori Aritmetici per Matematica Quotidiana;Risolvi problemi aritmetici di base utilizzando calcolatori per addizione, sottrazione, moltiplicazione e divisione in colonna.;Calcolatori aritmetici per risolvere operazioni matematiche di base in modo rapido e preciso.;;
40;pl;Kalkulatory Arytmetyczne;;arytmetyka;Kalkulatory Arytmetyczne | Dodawanie, Odejmowanie i Dzielenie;Wykonywanie podstawowych operacji arytmetycznych: dodawanie, odejmowanie, mnożenie i dzielenie. Obejmuje działania pisemne i liczby całkowite.;Kalkulatory Arytmetyczne do Codziennych Zadań;Rozwiązuj podstawowe zadania arytmetyczne za pomocą kalkulatorów do dodawania, odejmowania, mnożenia i dzielenia pisemnego.;Kalkulatory arytmetyczne do szybkiego i dokładnego rozwiązywania podstawowych działań matematycznych.;;
40;lv;Aritmētikas kalkulatori;;aritmetika;Aritmētikas kalkulatori | Saskaitīšana, Atņemšana un Dalīšana;Veiciet pamata aritmētiskās darbības: saskaitīšanu, atņemšanu, reizināšanu un dalīšanu. Ietver aprēķinus stabiņā un darbības ar veseliem skaitļiem.;Aritmētikas kalkulatori ikdienas matemātikai;Risiniet pamata aritmētikas uzdevumus, izmantojot kalkulatorus garajai saskaitīšanai, atņemšanai, reizināšanai un dalīšanai.;Aritmētikas kalkulatori, lai ātri un precīzi atrisinātu pamata matemātiskās darbības.;;
41;en;Fractions & Percent Calculators;;fractions-percent;Fractions & Percent Calculators | Fractions, Decimals & Percentages;Calculate fractions, mixed numbers, decimals, and percentages. Convert between formats and solve percent problems with clear step-by-step tools.;Fractions & Percent Math Tools;Work with fractions and percentages using calculators for conversion, comparison, and percentage calculations.;Fraction and percent calculators to simplify, convert, and calculate everyday math values.;;
41;ru;Дроби и проценты;;drobi-procenty;Калькуляторы дробей | Десятичные, Смешанные числа & Проценты;Вычисляйте дроби, смешанные числа, десятичные знаки и проценты. Конвертируйте форматы и решайте задачи на проценты с пошаговыми решениями.;Инструменты для дробей и процентов;Работайте с дробями и процентами, используя калькуляторы для конвертации, сравнения и вычисления процентных долей.;Калькуляторы дробей и процентов для упрощения, конвертации и вычисления математических значений.;;
41;de;Brüche & Prozent Rechner;;brueche-prozent;Bruchrechner | Dezimalzahlen, Gemischte Brüche & Prozent;Berechnen Sie Brüche, gemischte Zahlen, Dezimalzahlen und Prozente. Konvertieren Sie Formate und lösen Sie Prozentaufgaben mit klaren Tools.;Rechner für Brüche und Prozente;Arbeiten Sie mit Brüchen und Prozenten mithilfe von Rechnern zur Umrechnung, zum Vergleich und zur Prozentrechnung.;Bruch- und Prozentrechner zum Vereinfachen, Umrechnen und Berechnen alltäglicher mathematischer Werte.;;
41;es;Fracciones y Porcentajes;;fracciones-porcentajes;Calculadoras de Fracciones | Decimales, Mixtos y Porcentajes;Calcule fracciones, números mixtos, decimales y porcentajes. Convierta entre formatos y resuelva problemas de porcentajes paso a paso.;Herramientas de Fracciones y Porcentajes;Trabaje con fracciones y porcentajes utilizando calculadoras para la conversión, comparación y cálculos porcentuales.;Calculadoras de fracciones y porcentajes para simplificar, convertir y calcular valores matemáticos.;;
41;fr;Fractions et Pourcentages;;fractions-pourcentages;Calculatrices Fractions | Décimales, Mixtes & Pourcentages;Calculez les fractions, les nombres mixtes, les décimales et les pourcentages. Convertissez les formats et résolvez les problèmes de pourcentage.;Outils pour Fractions et Pourcentages;Travaillez avec des fractions et des pourcentages à l'aide de calculatrices pour la conversion, la comparaison et le calcul.;Calculatrices de fractions et de pourcentages pour simplifier, convertir et calculer les valeurs mathématiques.;;
41;it;Frazioni e Percentuali;;frazioni-percentuali;Calcolatori Frazioni | Decimali, Misti & Percentuali;Calcola frazioni, numeri misti, decimali e percentuali. Converti tra formati e risolvi problemi percentuali con strumenti chiari passo dopo passo.;Strumenti per Frazioni e Percentuali;Lavora con frazioni e percentuali utilizzando calcolatori per conversione, confronto e calcoli percentuali.;Calcolatori di frazioni e percentuali per semplificare, convertire e calcolare valori matematici.;;
41;pl;Ułamki i Procenty;;ulamki-procenty;Kalkulatory Ułamków | Dziesiętne, Mieszane i Procenty;Obliczaj ułamki zwykłe, liczby mieszane, ułamki dziesiętne i procenty. Konwertuj formaty i rozwiązuj zadania procentowe krok po kroku.;Narzędzia do Ułamków i Procentów;Pracuj z ułamkami i procentami, używając kalkulatorów do konwersji, porównywania i obliczeń procentowych.;Kalkulatory ułamków i procentów do upraszczania, konwertowania i obliczania wartości matematycznych.;;
41;lv;Daļas un procenti;;dalas-procenti;Daļu kalkulatori | Decimāldaļas, Jaukti skaitļi un Procenti;Aprēķiniet daļas, jauktos skaitļus, decimāldaļas un procentus. Pārvērtiet formātus un risiniet procentu uzdevumus ar skaidriem rīkiem.;Daļu un procentu matemātikas rīki;Strādājiet ar daļskaitļiem un procentiem, izmantojot kalkulatorus pārvēršanai, salīdzināšanai un procentu aprēķiniem.;Daļu un procentu kalkulatori, lai vienkāršotu, pārvērstu un aprēķinātu ikdienas matemātikas vērtības.;;
42;en;Factors & Number Theory;;factors-number-theory;Factors & Number Theory Calculators | Primes, LCM & GCF;Find factors, prime numbers, prime factorizations, multiples, GCF, LCM, modulo results, and more. Essential tools for number theory and math practice.;Factors & Number Theory Calculators;Analyze numbers using calculators for primes, factors, GCF, LCM, and classic number theory operations.;Number theory calculators to explore factors, primes, multiples, and numeric relationships.;;
42;ru;Множители и числа;;mnozhiteli-chisla;Теория чисел | Простые числа, НОК, НОД & Факторизация;Находите множители, простые числа, факторизацию, кратные, НОД, НОК и остаток от деления. Важные инструменты для теории чисел.;Калькуляторы множителей и теории чисел;Анализируйте числа с помощью калькуляторов для простых чисел, множителей, НОД, НОК и классических операций теории чисел.;Калькуляторы теории чисел для исследования множителей, простых чисел, кратных и числовых связей.;;
42;de;Faktoren & Zahlentheorie;;faktoren-zahlentheorie;Faktoren & Zahlentheorie | Primzahlen, kgV & ggT;Finden Sie Faktoren, Primzahlen, Primfaktorzerlegungen, Vielfache, ggT, kgV und Modulo-Ergebnisse. Wichtige Tools für die Zahlentheorie.;Rechner für Faktoren & Zahlentheorie;Analysieren Sie Zahlen mit Rechnern für Primzahlen, Faktoren, ggT, kgV und klassische Zahlentheorie-Operationen.;Zahlentheorie-Rechner zur Untersuchung von Faktoren, Primzahlen, Vielfachen und Zahlenbeziehungen.;;
42;es;Factores y Teoría de Números;;factores-numeros;Teoría de Números | Primos, mcm, MCD y Factorización;Encuentre factores, números primos, factorizaciones, múltiplos, MCD, mcm, módulo y más. Herramientas esenciales para la teoría de números.;Calculadoras de Factores y Teoría de Números;Analice números usando calculadoras para primos, factores, MCD, mcm y operaciones clásicas de teoría de números.;Calculadoras de teoría de números para explorar factores, primos, múltiplos y relaciones numéricas.;;
42;fr;Facteurs et Théorie des Nombres;;facteurs-nombres;Théorie des Nombres | Premiers, PPCM, PGCD & Facteurs;Trouvez des facteurs, des nombres premiers, des factorisations, des multiples, le PGCD, le PPCM et des modulos. Outils essentiels pour les maths.;Calculatrices de Facteurs et Nombres;Analysez les nombres à l'aide de calculatrices pour les nombres premiers, les facteurs, le PGCD, le PPCM et la théorie des nombres.;Calculatrices de théorie des nombres pour explorer les facteurs, les nombres premiers, les multiples et les relations.;;
42;it;Fattori e Teoria dei Numeri;;fattori-numeri;Teoria dei Numeri | Primi, mcm, MCD & Fattorizzazione;Trova fattori, numeri primi, fattorizzazioni, multipli, MCD, mcm, moduli e altro. Strumenti essenziali per la teoria dei numeri e la pratica matematica.;Calcolatori di Fattori e Teoria dei Numeri;Analizza i numeri utilizzando calcolatori per primi, fattori, MCD, mcm e classiche operazioni di teoria dei numeri.;Calcolatori di teoria dei numeri per esplorare fattori, primi, multipli e relazioni numeriche.;;
42;pl;Czynniki i Teoria Liczb;;czynniki-liczby;Teoria Liczb | Liczby Pierwsze, NWW, NWD i Czynniki;Znajdź czynniki, liczby pierwsze, rozkłady na czynniki, wielokrotności, NWD, NWW i modulo. Niezbędne narzędzia do teorii liczb i matematyki.;Kalkulatory Czynników i Teorii Liczb;Analizuj liczby za pomocą kalkulatorów dla liczb pierwszych, czynników, NWD, NWW i klasycznych operacji teorii liczb.;Kalkulatory teorii liczb do badania czynników, liczb pierwszych, wielokrotności i relacji liczbowych.;;
42;lv;Reizinātāji un skaitļu teorija;;reizinataji-skaitli;Skaitļu teorija | Pirmskaitļi, MKD, LKD un Reizinātāji;Atrodiet reizinātājus, pirmskaitļus, reizinātājus, daudzkārtņus, LKD, MKD un moduļa rezultātus. Būtiski rīki skaitļu teorijai un matemātikai.;Reizinātāju un skaitļu teorijas kalkulatori;Analizējiet skaitļus, izmantojot kalkulatorus pirmskaitļiem, reizinātājiem, LKD, MKD un klasiskajām skaitļu teorijas darbībām.;Skaitļu teorijas kalkulatori, lai izpētītu reizinātājus, pirmskaitļus, daudzkārtņus un skaitliskās sakarības.;;
43;en;Rounding & Notation;;rounding-notation;Rounding & Notation Calculators | Scientific & Standard Form;Round numbers, work with significant figures, scientific notation, standard form, and rounding methods. Ideal for math, science, and data accuracy.;Rounding & Notation Math Tools;Use rounding and notation calculators to control precision and convert numbers into scientific or standard form.;Rounding and notation calculators to manage precision, significant figures, and numeric formats.;;
43;ru;Округление и запись чисел;;okruglenie-zapis;Калькуляторы округления | Научная запись, Стандартная форма;Округляйте числа, работайте со значащими цифрами, научной записью и методами округления. Идеально для точности в математике и науке.;Инструменты округления и записи чисел;Используйте калькуляторы округления и нотации для контроля точности и преобразования чисел в научную или стандартную форму.;Калькуляторы округления и записи для управления точностью, значащими цифрами и числовыми форматами.;;
43;de;Runden & Schreibweisen;;runden-schreibweisen;Rundungsrechner | Wissenschaftliche Notation & Standardform;Runden Sie Zahlen, arbeiten Sie mit signifikanten Stellen, wissenschaftlicher Notation und Rundungsmethoden. Ideal für Mathe und Wissenschaft.;Tools für Runden & Notation;Nutzen Sie Rundungsrechner, um die Präzision zu steuern und Zahlen in wissenschaftliche oder Standardformen umzuwandeln.;Rundungs- und Notationsrechner zur Verwaltung von Präzision, signifikanten Stellen und Zahlenformaten.;;
43;es;Redondeo y Notación;;redondeo-notacion;Calculadoras de Redondeo | Notación Científica y Estándar;Redondee números, trabaje con cifras significativas, notación científica y métodos de redondeo. Ideal para la precisión matemática y científica.;Herramientas de Redondeo y Notación;Utilice calculadoras de redondeo y notación para controlar la precisión y convertir números en forma científica o estándar.;Calculadoras de redondeo y notación para gestionar la precisión, las cifras significativas y los formatos numéricos.;;
43;fr;Arrondi et Notation;;arrondi-notation;Calculatrices d'Arrondi | Notation Scientifique & Standard;Arrondissez les nombres, travaillez avec des chiffres significatifs, la notation scientifique et les méthodes d'arrondi. Idéal pour la précision.;Outils d'Arrondi et de Notation;Utilisez les calculatrices d'arrondi et de notation pour contrôler la précision et convertir les nombres en forme scientifique.;Calculatrices d'arrondi et de notation pour gérer la précision, les chiffres significatifs et les formats numériques.;;
43;it;Arrotondamento e Notazione;;arrotondamento-notazione;Calcolatori Arrotondamento | Notazione Scientifica & Standard;Arrotonda i numeri, lavora con cifre significative, notazione scientifica e metodi di arrotondamento. Ideale per la precisione matematica.;Strumenti di Arrotondamento e Notazione;Usa i calcolatori di arrotondamento e notazione per controllare la precisione e convertire i numeri in forma scientifica o standard.;Calcolatori di arrotondamento e notazione per gestire precisione, cifre significative e formati numerici.;;
43;pl;Zaokrąglanie i Notacja;;zaokraglanie-notacja;Kalkulatory Zaokrąglania | Notacja Naukowa i Wykładnicza;Zaokrąglaj liczby, pracuj z cyframi znaczącymi, notacją naukową i metodami zaokrąglania. Idealne dla dokładności w matematyce i nauce.;Narzędzia do Zaokrąglania i Notacji;Używaj kalkulatorów zaokrąglania i notacji, aby kontrolować precyzję i konwertować liczby na postać naukową lub standardową.;Kalkulatory zaokrąglania i notacji do zarządzania precyzją, cyframi znaczącymi i formatami liczbowymi.;;
43;lv;Noapaļošana un pieraksts;;noapalosana-pieraksts;Noapaļošanas kalkulatori | Zinātniskais pieraksts un forma;Noapaļojiet skaitļus, strādājiet ar zīmīgajiem cipariem, zinātnisko notāciju un noapaļošanas metodēm. Ideāli piemērots matemātikai un zinātnei.;Noapaļošanas un pieraksta rīki;Izmantojiet noapaļošanas un pieraksta kalkulatorus, lai kontrolētu precizitāti un pārvērstu skaitļus zinātniskā vai standarta formā.;Noapaļošanas un pieraksta kalkulatori precizitātes, zīmīgo ciparu un skaitļu formātu pārvaldībai.;;
